credit_card,cpu,purchase_date
9437-3140-2693-3840,AMD Ryzen 3 2289X,2019-06-23
5270-1412-8313-9779,Intel Core i2-6371K,2020-07-25
1329-8414-3784-9163,AMD Ryzen 6 5130X,2020-09-08
4282-9025-8434-6050,Intel Core i3-9311K,2018-08-23
3769-9210-9603-2320,AMD Ryzen 2 1356X,2018-04-14
4410-7501-9337-5343,Intel Core i6-4400K,2018-06-07
6779-2564-4335-1532,AMD Ryzen 2 2670X,2018-03-10
8608-1032-9043-8868,Intel Core i4-3543K,2020-07-13
9630-2307-7994-7782,AMD Ryzen 6 9346X,2020-06-27
3752-7946-2971-3055,Intel Core i9-2764K,2020-09-09
2765-1639-9364-6355,AMD Ryzen 8 3505X,2018-05-08
9500-1342-8673-9454,Intel Core i7-7233K,2020-06-15
4826-5432-8377-1333,AMD Ryzen 9 1542X,2018-03-14
6639-3363-4157-3620,Intel Core i8-4367K,2020-05-28
6760-1281-4983-4570,AMD Ryzen 8 2679X,2020-05-17
8726-7700-1406-4971,Intel Core i5-6219K,2020-01-23
9933-8059-6633-2931,AMD Ryzen 6 6257X,2019-10-09
6190-7600-8966-2016,Intel Core i8-1482K,2018-03-15
9919-5486-9572-4006,AMD Ryzen 4 8214X,2017-10-30
1548-3005-5048-6020,Intel Core i2-1750K,2018-07-05
6144-3808-9998-4566,AMD Ryzen 6 8898X,2020-02-06
6474-7491-5447-5340,Intel Core i7-3291K,2019-11-02
4357-1346-9840-8374,AMD Ryzen 8 1677X,2018-12-18
5492-6238-7818-7004,Intel Core i9-3609K,2018-12-11
7287-1354-1705-7323,AMD Ryzen 7 8183X,2018-07-20
5164-2097-1438-2707,Intel Core i9-7226K,2020-03-03
2701-3017-2454-3187,AMD Ryzen 9 1427X,2018-06-03
5084-9433-8093-1753,Intel Core i7-4810K,2019-05-14
4177-4422-3087-8671,AMD Ryzen 7 8751X,2020-04-26
4052-1181-8878-5177,Intel Core i9-3984K,2018-02-28
6866-3854-3727-3547,AMD Ryzen 5 2560X,2019-06-12
1153-5042-4714-7178,Intel Core i2-8235K,2019-09-12
9913-5992-8325-6437,AMD Ryzen 3 4926X,2018-06-02
2451-6583-9635-2050,Intel Core i3-2872K,2020-06-17
8837-1571-6317-7076,AMD Ryzen 3 7956X,2018-01-28
1616-1523-9643-6051,Intel Core i6-4973K,2019-06-16
5994-7142-6398-6000,AMD Ryzen 5 5599X,2018-02-10
2550-5735-3116-4784,Intel Core i8-3563K,2019-08-19
5378-3020-4287-1022,AMD Ryzen 7 1366X,2020-01-31
1326-2302-4240-6539,Intel Core i5-8289K,2018-02-26
3548-9435-8880-3134,AMD Ryzen 3 4352X,2018-04-19
6166-3387-2575-6968,Intel Core i9-3924K,2019-07-21
7147-1884-1686-1103,AMD Ryzen 5 6346X,2017-11-18
5645-6106-3355-8363,Intel Core i9-7928K,2018-03-06
7380-8768-8934-7697,AMD Ryzen 6 5752X,2020-03-23
6912-6616-8793-9910,Intel Core i2-3890K,2019-03-09
5712-9377-4015-6955,AMD Ryzen 9 4918X,2019-08-17
9499-4287-1593-8680,Intel Core i9-4968K,2018-05-16
4148-9042-5548-5066,AMD Ryzen 1 9680X,2020-08-23
1881-7483-6659-2817,Intel Core i7-1637K,2020-02-16
6633-2338-6519-2230,AMD Ryzen 4 7168X,2018-10-30
9983-4227-5862-5483,Intel Core i2-6276K,2018-12-22
3937-7570-6527-2305,AMD Ryzen 8 5503X,2018-07-05
4651-9142-1665-5559,Intel Core i2-3815K,2018-05-12
9548-6567-8443-4039,AMD Ryzen 9 4467X,2017-12-11
9585-9292-2400-1338,Intel Core i4-6213K,2017-12-17
9668-2112-8440-5860,AMD Ryzen 7 2397X,2019-08-24
7279-9894-1448-2981,Intel Core i1-6233K,2019-07-21
8288-2939-9470-4189,AMD Ryzen 5 4746X,2018-01-13
8613-6923-4960-1079,Intel Core i9-6710K,2020-02-04
8211-9534-2490-7904,AMD Ryzen 1 6969X,2017-12-12
3817-3209-7305-8790,Intel Core i9-6459K,2017-11-11
7494-2098-1370-1090,AMD Ryzen 8 6499X,2018-10-08
3257-9207-2998-7941,Intel Core i5-4858K,2018-07-24
6243-8826-4875-5315,AMD Ryzen 9 1359X,2020-01-15
1866-2327-2590-9197,Intel Core i3-1968K,2019-05-25
8385-1380-6477-3940,AMD Ryzen 7 4202X,2018-09-09
1949-7594-9842-5494,Intel Core i5-1134K,2018-03-15
9257-4133-4180-1559,AMD Ryzen 5 9938X,2019-12-24
9541-1609-2586-3685,Intel Core i6-8568K,2020-07-03
4974-1614-4223-5327,AMD Ryzen 1 1987X,2020-02-07
9181-2560-7299-6563,Intel Core i1-1100K,2018-10-26
1698-7812-8183-7207,AMD Ryzen 4 9990X,2018-04-02
9224-3569-7464-5352,Intel Core i4-3284K,2018-05-08
3369-6919-5480-9550,AMD Ryzen 5 6104X,2018-01-05
6067-2105-6592-6090,Intel Core i4-8347K,2020-02-27
8066-6257-2475-3762,AMD Ryzen 4 2297X,2020-03-19
2417-2650-7816-4803,Intel Core i7-2919K,2019-01-28
5384-3138-2834-4191,AMD Ryzen 7 9786X,2019-02-27
7467-6056-7870-5042,Intel Core i9-5360K,2018-03-31
7685-9348-8827-7203,AMD Ryzen 4 4926X,2018-05-16
2356-6447-4185-8786,Intel Core i4-7260K,2018-09-13
3361-8584-9834-2060,AMD Ryzen 2 6612X,2020-05-01
3055-2094-6717-6174,Intel Core i1-4720K,2019-05-30
4255-3127-4719-6644,AMD Ryzen 2 9952X,2019-03-14
9831-8332-6033-6384,Intel Core i1-6420K,2018-04-26
9838-2034-2652-7117,AMD Ryzen 8 2763X,2019-12-15
1172-7278-3583-3727,Intel Core i8-8109K,2018-09-12
3332-9186-6174-4074,AMD Ryzen 1 3723X,2020-04-25
3483-4716-3931-9290,Intel Core i1-5263K,2019-03-07
5907-4880-4872-2067,AMD Ryzen 4 2937X,2020-01-08
6943-3678-5475-9828,Intel Core i6-3275K,2018-04-28
1962-2252-4249-3198,AMD Ryzen 1 4807X,2020-05-01
3128-2142-2287-5543,Intel Core i5-7690K,2017-11-30
5249-2506-2104-1373,AMD Ryzen 1 4497X,2019-12-01
6428-4104-4478-5355,Intel Core i7-9782K,2018-05-08
7467-2790-9546-9890,AMD Ryzen 1 1507X,2019-06-09
4133-1932-8448-8308,Intel Core i1-1632K,2018-09-13
2158-1381-6637-1477,AMD Ryzen 6 5539X,2019-02-12
8127-1239-9330-4755,Intel Core i4-9748K,2018-07-09
8044-3407-4620-9428,AMD Ryzen 2 6925X,2018-06-22
2091-3026-8963-4312,Intel Core i3-8108K,2020-03-10
2224-9187-4698-7591,AMD Ryzen 2 3612X,2018-09-14
4789-5226-7687-7669,Intel Core i2-5894K,2018-08-02
4836-1940-1428-3755,AMD Ryzen 7 7727X,2020-08-19
9479-8670-8539-1095,Intel Core i8-7641K,2018-10-08
4822-4397-2154-9866,AMD Ryzen 1 2481X,2017-11-11
2874-9182-4633-3562,Intel Core i4-5949K,2020-09-18
6840-3083-3722-6802,AMD Ryzen 2 5944X,2019-03-29
5739-8462-4565-1146,Intel Core i1-5428K,2019-03-23
8286-2089-3200-6774,AMD Ryzen 6 7847X,2018-09-11
1745-9734-9802-9466,Intel Core i9-1341K,2019-01-04
4860-3211-7626-2273,AMD Ryzen 7 8457X,2019-07-04
8214-3343-2337-8161,Intel Core i4-1418K,2019-09-18
2540-9945-1991-5321,AMD Ryzen 6 3478X,2019-12-10
5607-4660-3373-8955,Intel Core i4-6306K,2018-12-18
4790-1975-8709-6540,AMD Ryzen 6 9615X,2018-08-08
7111-1204-4447-9168,Intel Core i9-4441K,2020-08-06
9342-8323-7509-6572,AMD Ryzen 3 7193X,2019-03-11
1318-6961-3684-2739,Intel Core i3-7958K,2018-01-18
4005-8847-1269-8412,AMD Ryzen 2 5359X,2018-05-03
7189-6345-7569-8325,Intel Core i9-6311K,2018-06-14
3595-3287-3773-7104,AMD Ryzen 8 5323X,2018-08-27
3719-2533-7612-3930,Intel Core i3-5900K,2019-10-28
3415-9871-2302-9864,AMD Ryzen 9 1847X,2019-04-19
6401-6724-2312-2863,Intel Core i2-3329K,2018-05-09
3004-6577-6285-7402,AMD Ryzen 7 6314X,2019-02-05
9720-3915-1176-7421,Intel Core i5-7736K,2018-05-16
5540-8419-1187-9519,AMD Ryzen 3 6127X,2018-08-15
2074-3890-8242-4428,Intel Core i1-8461K,2019-08-28
3640-6533-4156-9737,AMD Ryzen 6 2230X,2018-06-12
6701-6226-5220-5020,Intel Core i2-6428K,2020-03-23
2501-4224-1079-9929,AMD Ryzen 9 1579X,2019-07-26
8360-6988-2779-7884,Intel Core i6-6691K,2019-04-21
2750-5276-1575-7699,AMD Ryzen 9 2798X,2019-01-17
3434-4722-4281-4136,Intel Core i9-4326K,2018-03-06
6249-5584-9502-2011,AMD Ryzen 3 8246X,2020-10-20
2552-8024-8711-9513,Intel Core i4-5970K,2019-11-16
2579-8084-2581-7706,AMD Ryzen 6 4562X,2020-01-04
5679-9018-8225-6816,Intel Core i2-9832K,2019-09-17
5956-8224-8101-5190,AMD Ryzen 2 9633X,2018-07-09
5684-4605-5361-1027,Intel Core i7-3691K,2020-01-17
1068-2994-7187-5560,AMD Ryzen 8 9826X,2018-04-07
4415-3613-9209-8629,Intel Core i7-3396K,2018-12-18
8627-3115-5900-3137,AMD Ryzen 7 1238X,2018-10-01
7364-5236-8572-7389,Intel Core i1-9212K,2019-04-10
3608-6209-5275-3962,AMD Ryzen 5 8474X,2020-04-27
8511-1857-6765-2662,Intel Core i1-7468K,2018-08-08
5654-6887-9823-5176,AMD Ryzen 6 4654X,2020-04-06
2071-1016-6774-6144,Intel Core i7-6180K,2018-04-29
4512-1332-3343-6440,AMD Ryzen 5 3144X,2020-02-15
6727-3106-3271-6305,Intel Core i9-8450K,2020-02-20
4789-8225-2176-7129,AMD Ryzen 7 6559X,2018-02-13
1040-1072-1369-5881,Intel Core i8-8156K,2018-07-06
1033-3395-8660-9665,AMD Ryzen 8 1113X,2019-01-13
4891-8663-1117-2962,Intel Core i5-3392K,2017-12-06
9484-4433-3524-3530,AMD Ryzen 6 8457X,2019-02-08
8806-9180-7225-9396,Intel Core i4-6462K,2020-09-17
4999-5470-5852-5638,AMD Ryzen 8 9727X,2019-07-03
6577-3949-1754-3735,Intel Core i4-4922K,2019-05-25
6097-8237-7303-6661,AMD Ryzen 1 7444X,2018-04-28
2213-7452-2010-8368,Intel Core i3-9596K,2017-11-18
1078-3887-9620-7228,AMD Ryzen 9 1543X,2019-06-04
3075-7455-3675-8999,Intel Core i2-9754K,2020-01-17
8345-9124-5868-3250,AMD Ryzen 6 2975X,2019-12-21
3307-6118-4902-4514,Intel Core i3-4305K,2020-07-07
6162-3122-1748-2932,AMD Ryzen 2 1360X,2019-09-12
6086-9967-7261-1533,Intel Core i8-3292K,2019-03-13
5950-5054-4570-5060,AMD Ryzen 7 5473X,2018-07-30
2635-2563-9801-7545,Intel Core i2-2764K,2020-10-03
1904-1440-8750-4225,AMD Ryzen 6 2192X,2017-12-04
9743-9161-6335-1024,Intel Core i9-2314K,2017-12-15
6755-9752-4595-2456,AMD Ryzen 6 8598X,2018-06-01
3382-2574-1435-8962,Intel Core i5-6195K,2019-07-16
5926-5015-5126-4057,AMD Ryzen 7 7378X,2018-10-05
4198-2947-1217-1951,Intel Core i1-3730K,2018-03-03
1491-5301-6134-3835,AMD Ryzen 2 1348X,2020-08-11
7041-3226-1330-9471,Intel Core i4-8203K,2020-01-26
4174-7019-9582-2276,AMD Ryzen 5 6738X,2019-09-17
1325-4251-4670-8679,Intel Core i2-6892K,2019-08-13
3726-4036-4232-8936,AMD Ryzen 3 3152X,2020-06-20
2373-7735-8818-9202,Intel Core i3-6766K,2018-07-03
2287-3190-4622-3021,AMD Ryzen 5 4491X,2020-03-30
4703-5738-5560-6909,Intel Core i2-5246K,2018-12-27
5883-8802-5847-7251,AMD Ryzen 5 8518X,2019-01-20
9393-6287-9820-7508,Intel Core i9-5367K,2020-06-02
3690-5685-2019-1735,AMD Ryzen 2 8933X,2017-10-26
7935-7530-5141-2604,Intel Core i3-5171K,2019-10-06
1209-6758-2263-7107,AMD Ryzen 3 7841X,2017-11-23
7255-1299-8790-8102,Intel Core i5-5855K,2020-04-19
8861-4075-1312-9036,AMD Ryzen 8 4837X,2019-11-09
3720-4211-5505-7002,Intel Core i2-2341K,2020-05-08
3300-4591-5510-1496,AMD Ryzen 1 7942X,2018-12-03
5555-8110-6454-2655,Intel Core i7-9526K,2017-11-20
9026-2131-1595-8019,AMD Ryzen 6 3220X,2019-03-27
7048-6781-6290-3553,Intel Core i5-6873K,2018-12-14
6815-8503-9557-7567,AMD Ryzen 6 2266X,2019-05-10
8723-7615-7294-8951,Intel Core i7-2272K,2020-10-02
3280-4218-9791-9816,AMD Ryzen 2 3532X,2020-10-07
6255-3234-9007-3403,Intel Core i6-8515K,2018-11-27
5983-2785-1574-3526,AMD Ryzen 5 9352X,2018-03-12
9662-2296-2508-4785,Intel Core i3-5915K,2019-03-31
8140-4339-7465-3751,AMD Ryzen 5 3621X,2018-05-23
2102-4275-6740-8195,Intel Core i4-8741K,2020-03-18
3053-7177-8665-1083,AMD Ryzen 7 2604X,2018-08-06
9778-4783-6892-6482,Intel Core i9-4241K,2018-03-14
2584-4411-4547-1665,AMD Ryzen 5 9564X,2018-08-31
1192-5509-1474-4752,Intel Core i8-9267K,2020-01-09
7980-7003-4927-1433,AMD Ryzen 3 3204X,2020-07-26
6674-5685-4054-6042,Intel Core i8-7390K,2018-09-27
9031-9788-1739-8857,AMD Ryzen 8 1132X,2019-01-03
7517-7088-7742-4428,Intel Core i4-4934K,2020-09-05
8436-9634-1620-7889,AMD Ryzen 3 1884X,2019-02-25
8328-9716-5674-1209,Intel Core i1-4118K,2019-05-07
8361-9292-8610-2734,AMD Ryzen 3 7830X,2017-11-08
5378-2137-6303-2240,Intel Core i4-8455K,2019-02-12
2078-4601-9665-6460,AMD Ryzen 4 5838X,2018-04-17
9631-6984-9566-8562,Intel Core i6-4294K,2018-12-01
5498-1180-8600-6078,AMD Ryzen 8 9358X,2017-10-28
1467-8489-5301-4963,Intel Core i8-1401K,2018-10-11
9460-9607-2377-5413,AMD Ryzen 4 3383X,2019-01-08
5957-6011-8197-6510,Intel Core i5-5332K,2018-11-01
1848-3639-7038-4440,AMD Ryzen 4 3474X,2018-02-12
2262-7019-3062-6840,Intel Core i1-3809K,2020-06-18
6672-8806-9974-8312,AMD Ryzen 4 2897X,2018-10-13
9720-6943-8288-7138,Intel Core i2-8354K,2020-01-19
5564-4613-6126-2479,AMD Ryzen 6 1960X,2018-09-30
6927-3313-7969-3289,Intel Core i2-6160K,2019-11-30
5433-1730-1198-5924,AMD Ryzen 3 3927X,2020-05-16
6507-7755-6139-6459,Intel Core i8-6702K,2019-08-22
6181-8224-7681-9582,AMD Ryzen 6 5204X,2018-08-23
9880-5513-3825-4251,Intel Core i5-6113K,2019-07-08
4677-7392-8172-8993,AMD Ryzen 1 8890X,2019-03-02
2540-1936-2997-9265,Intel Core i9-8269K,2019-10-24
4924-7460-3621-5024,AMD Ryzen 7 1425X,2018-09-11
3228-6460-4759-9869,Intel Core i5-1914K,2019-02-09
5098-3738-7964-3835,AMD Ryzen 2 1915X,2018-01-29
2158-8893-4484-3295,Intel Core i5-3661K,2018-06-26
4635-1417-1729-3480,AMD Ryzen 1 9422X,2018-06-20
8944-1332-1521-9967,Intel Core i1-6815K,2018-11-09
9077-5227-1808-3312,AMD Ryzen 5 1478X,2018-03-31
3093-3379-8276-3285,Intel Core i8-6235K,2019-10-16
7398-5451-9133-9126,AMD Ryzen 4 7921X,2020-02-29
3689-3253-4465-9757,Intel Core i2-3871K,2020-04-18
2279-2659-5513-8361,AMD Ryzen 5 1442X,2018-11-16
7242-5929-7083-2410,Intel Core i7-5934K,2018-11-22
7927-7471-3001-8752,AMD Ryzen 9 8788X,2018-10-08
2863-3259-1090-5311,Intel Core i2-2538K,2019-04-27
1544-6711-8539-2381,AMD Ryzen 4 2603X,2020-07-31
5752-2560-6073-1113,Intel Core i8-5209K,2018-04-23
2791-4169-9359-5734,AMD Ryzen 7 1252X,2019-09-28
3649-9971-6885-9699,Intel Core i7-3461K,2020-02-15
2817-2027-9954-1237,AMD Ryzen 4 1663X,2018-08-13
6164-6179-5151-4578,Intel Core i8-7475K,2019-02-17
8120-1334-4669-4348,AMD Ryzen 8 6870X,2020-02-07
6930-1580-7514-8963,Intel Core i4-7283K,2018-09-01
9671-2185-8843-1169,AMD Ryzen 1 4317X,2019-02-05
4238-8187-8983-1054,Intel Core i2-7511K,2017-11-30
5118-4043-6887-3545,AMD Ryzen 7 1704X,2018-01-17
6980-1344-2720-2151,Intel Core i1-5927K,2018-08-27
5008-6221-1797-6075,AMD Ryzen 5 4844X,2018-05-18
6075-7838-4669-3064,Intel Core i5-4185K,2019-10-09
9561-7148-9026-2026,AMD Ryzen 3 7597X,2019-07-04
1869-6229-6366-2676,Intel Core i4-7359K,2020-09-05
1409-7848-1360-6531,AMD Ryzen 8 6676X,2020-07-01
4572-2317-7885-1588,Intel Core i1-3826K,2019-05-07
9163-3343-8241-5180,AMD Ryzen 7 3107X,2018-04-14
6509-9345-9795-5738,Intel Core i6-7697K,2019-07-31
4969-4460-7593-3763,AMD Ryzen 1 6138X,2019-01-10
1324-3059-3138-3232,Intel Core i3-3190K,2019-07-25
1918-7300-6445-5717,AMD Ryzen 5 8372X,2020-07-02
8031-7185-1092-5347,Intel Core i4-6503K,2020-09-17
5107-8156-5047-8258,AMD Ryzen 3 3742X,2018-12-16
2723-5002-5514-7181,Intel Core i5-8702K,2017-10-23
1193-7669-7976-2200,AMD Ryzen 8 4524X,2020-06-01
7447-1927-9616-2002,Intel Core i8-3345K,2019-01-18
3752-4577-6131-6779,AMD Ryzen 5 5828X,2018-11-24
5851-6195-8576-2639,Intel Core i2-1765K,2020-07-08
1373-3028-1589-6506,AMD Ryzen 3 2658X,2020-06-10
1813-9156-9457-2870,Intel Core i7-7815K,2020-07-16
7058-2576-5810-5716,AMD Ryzen 5 5497X,2020-01-12
3273-4985-1172-7992,Intel Core i2-2923K,2019-01-31
1463-7245-2680-2558,AMD Ryzen 3 3388X,2018-12-02
4381-5383-2501-8632,Intel Core i8-1143K,2018-07-05
7512-5518-2545-3344,AMD Ryzen 8 8239X,2018-05-31
2354-8566-1735-6998,Intel Core i8-4344K,2020-08-09
2791-4219-5997-9147,AMD Ryzen 5 1987X,2019-11-14
8244-3893-8344-2103,Intel Core i8-9487K,2020-09-20
9901-1980-1505-6971,AMD Ryzen 1 8455X,2019-11-02
9290-8731-3076-9612,Intel Core i1-8428K,2019-08-28
2949-9047-8614-3987,AMD Ryzen 8 7377X,2019-02-13
1460-9183-3762-5405,Intel Core i5-1694K,2019-07-20
5893-7280-1289-1220,AMD Ryzen 8 7940X,2018-05-26
7454-7048-6361-2594,Intel Core i6-9639K,2019-10-02
2463-7102-3155-1018,AMD Ryzen 5 4235X,2020-04-02
7153-6626-5547-5295,Intel Core i2-8334K,2017-10-24
6984-6933-1267-7678,AMD Ryzen 6 5316X,2019-03-09
7093-4486-9523-8047,Intel Core i7-9792K,2019-04-16
4290-5958-1108-3042,AMD Ryzen 2 9248X,2018-11-24
3543-7612-3372-5274,Intel Core i1-5558K,2020-01-24
8576-2598-9440-4498,AMD Ryzen 4 1746X,2020-09-26
1284-8714-7431-6667,Intel Core i3-3460K,2018-12-07
2362-2273-9226-8224,AMD Ryzen 8 4585X,2018-11-22
9751-4253-8007-9940,Intel Core i1-7821K,2020-09-12
8784-7642-4635-8452,AMD Ryzen 1 3629X,2018-02-03
6275-1860-9232-9340,Intel Core i2-9642K,2019-11-19
5302-2550-6564-4697,AMD Ryzen 3 4281X,2019-10-26
8352-3403-9460-8203,Intel Core i9-2559K,2017-12-24
3093-6953-1789-5639,AMD Ryzen 4 3671X,2018-07-14
2129-9027-1437-5149,Intel Core i5-7392K,2019-01-21
2903-6525-7353-8627,AMD Ryzen 5 8945X,2018-05-27
2692-5374-5946-7719,Intel Core i2-3413K,2018-11-18
4502-3501-2337-2772,AMD Ryzen 8 2880X,2019-12-31
4666-3713-4444-6890,Intel Core i1-2426K,2018-03-11
7416-3429-7268-8861,AMD Ryzen 9 5390X,2019-04-27
6305-9758-4577-1215,Intel Core i2-1645K,2019-12-15
7896-2776-4455-6687,AMD Ryzen 8 3540X,2020-01-17
2434-8893-6442-5620,Intel Core i2-8214K,2019-02-01
2328-6282-4112-2470,AMD Ryzen 9 3473X,2018-06-03
5346-1121-9891-9983,Intel Core i7-8898K,2020-02-01
8453-2785-9480-5671,AMD Ryzen 7 5940X,2019-05-11
9944-8309-4195-6950,Intel Core i3-2305K,2019-08-04
8335-6701-9956-9125,AMD Ryzen 3 5193X,2020-02-19
9845-8437-7595-5386,Intel Core i2-4143K,2020-05-14
6906-7501-7975-9787,AMD Ryzen 7 5127X,2020-05-12
3626-3444-2196-7329,Intel Core i3-9885K,2018-10-13
8528-2533-8674-9967,AMD Ryzen 7 8834X,2020-04-17
5802-5632-3621-2170,Intel Core i9-8759K,2019-05-13
2069-6337-4747-2092,AMD Ryzen 5 1520X,2020-08-29
9795-6119-3807-7636,Intel Core i6-8729K,2018-11-30
8037-7651-2190-6461,AMD Ryzen 1 1955X,2019-02-25
3927-5063-6525-5805,Intel Core i3-6898K,2018-05-01
8742-4228-4309-4221,AMD Ryzen 1 2271X,2019-05-14
9120-5909-6719-6356,Intel Core i7-1615K,2019-12-17
9525-2526-2168-8657,AMD Ryzen 4 2358X,2019-11-10
4941-8850-4974-2235,Intel Core i2-8646K,2020-07-08
8018-5416-8799-9274,AMD Ryzen 5 4459X,2019-09-19
3244-5737-6965-6054,Intel Core i1-7564K,2020-01-02
3013-9795-8643-1260,AMD Ryzen 4 3445X,2020-01-31
8335-6350-5136-8110,Intel Core i1-4204K,2019-10-24
6166-6569-4557-4007,AMD Ryzen 1 4658X,2019-02-14
6078-9100-6039-2404,Intel Core i3-2819K,2019-01-05
8404-3108-1859-5281,AMD Ryzen 5 5203X,2020-01-08
8734-4205-6387-6139,Intel Core i2-3621K,2019-10-29
9464-1988-8349-1418,AMD Ryzen 4 8187X,2018-11-17
2563-7788-1999-6219,Intel Core i1-4274K,2018-03-03
1657-7043-6651-1438,AMD Ryzen 7 7106X,2019-01-20
8754-7378-3324-7374,Intel Core i3-9613K,2018-11-05
4696-8489-7642-1778,AMD Ryzen 5 7822X,2018-09-08
4234-3278-3576-2220,Intel Core i6-2863K,2018-12-20
4071-1721-8090-5861,AMD Ryzen 9 5329X,2018-04-27
3554-3526-2228-5872,Intel Core i3-7289K,2018-01-25
1883-8994-1145-2575,AMD Ryzen 7 4372X,2020-07-25
2318-4373-5767-4339,Intel Core i3-6609K,2020-06-28
7806-6679-2177-8110,AMD Ryzen 4 6598X,2019-01-09
1755-3611-1853-2100,Intel Core i4-2775K,2019-11-08
1802-9714-1977-2156,AMD Ryzen 8 7801X,2019-11-12
1740-1290-3607-7283,Intel Core i5-6419K,2020-01-22
2247-4486-6063-7735,AMD Ryzen 3 9346X,2017-11-02
7934-6812-1448-6893,Intel Core i8-5700K,2020-01-30
6478-5140-2912-1358,AMD Ryzen 1 7619X,2020-03-21
2523-3495-9911-5282,Intel Core i3-2495K,2018-11-09
9192-3334-1869-6331,AMD Ryzen 3 2537X,2019-04-04
7207-6184-9152-7938,Intel Core i5-8524K,2018-12-29
9598-9175-1428-6374,AMD Ryzen 4 4586X,2019-05-23
2145-1380-2940-5823,Intel Core i1-1380K,2018-03-02
1533-3635-9471-5264,AMD Ryzen 4 7595X,2020-08-04
8467-6117-4631-3937,Intel Core i9-5978K,2018-08-05
3988-7906-2792-2631,AMD Ryzen 3 9786X,2019-03-17
3326-8049-8147-5709,Intel Core i5-6657K,2019-02-12
8521-5339-2307-1986,AMD Ryzen 3 7532X,2018-02-20
2971-9722-2451-6316,Intel Core i2-9828K,2018-12-11
9830-9106-6860-5591,AMD Ryzen 5 7640X,2018-02-09
7851-2060-4424-6983,Intel Core i2-1310K,2018-06-29
8550-3775-1241-1861,AMD Ryzen 7 9218X,2019-04-10
3642-3241-7841-8956,Intel Core i4-9355K,2020-02-15
7712-6981-2431-4602,AMD Ryzen 7 4572X,2018-09-10
3606-6098-9467-1497,Intel Core i3-3360K,2020-04-17
2165-1939-5938-2206,AMD Ryzen 5 8552X,2019-07-26
7634-9447-7709-5683,Intel Core i3-1463K,2019-05-21
1066-6829-7996-8217,AMD Ryzen 8 5433X,2018-10-06
2983-9911-1904-1250,Intel Core i8-8282K,2020-01-29
4594-6369-2071-6620,AMD Ryzen 2 7369X,2019-04-22
5137-8279-8151-1529,Intel Core i8-9856K,2019-10-08
9281-2172-4766-4607,AMD Ryzen 7 7857X,2018-01-08
8113-6923-4498-7466,Intel Core i6-8590K,2020-05-12
9144-2207-1083-3133,AMD Ryzen 4 5937X,2020-10-08
1944-2099-6312-1306,Intel Core i8-1450K,2018-11-11
8297-2468-6144-6021,AMD Ryzen 2 5349X,2020-07-08
4616-5191-5004-9179,Intel Core i9-2226K,2019-07-13
1789-3338-2235-3471,AMD Ryzen 8 8815X,2018-01-01
5711-1440-8596-4644,Intel Core i6-8693K,2019-07-31
1056-2466-3425-8041,AMD Ryzen 2 7459X,2019-02-25
3813-6426-6943-2015,Intel Core i9-4885K,2018-01-17
4957-7821-1086-3156,AMD Ryzen 9 5210X,2020-10-17
4608-1698-3223-2254,Intel Core i6-8205K,2019-05-09
7072-9113-6359-1913,AMD Ryzen 7 2286X,2019-02-27
9789-9542-1253-8772,Intel Core i5-6474K,2018-03-03
7908-1181-6155-6759,AMD Ryzen 3 7743X,2018-08-20
5131-9093-9678-3467,Intel Core i6-5101K,2018-10-19
4891-7773-1055-6920,AMD Ryzen 4 4158X,2020-09-21
7308-9061-5542-9911,Intel Core i5-2327K,2019-07-26
2032-9681-1934-2084,AMD Ryzen 9 3256X,2019-08-03
1002-7633-3301-5737,Intel Core i3-6772K,2018-03-12
7275-4154-6089-7991,AMD Ryzen 9 5546X,2020-07-03
2304-2993-9732-8001,Intel Core i9-3730K,2019-01-07
8869-1525-2065-3127,AMD Ryzen 3 2944X,2019-02-05
7100-1895-1738-8888,Intel Core i3-8754K,2017-12-10
1441-3702-6500-1698,AMD Ryzen 4 7259X,2020-05-20
4320-4976-6222-2545,Intel Core i4-7988K,2019-08-30
3972-1601-2443-2880,AMD Ryzen 4 1336X,2018-09-10
2140-1649-5824-5780,Intel Core i9-4136K,2020-04-18
8635-1535-5358-7673,AMD Ryzen 3 4897X,2020-05-14
8079-4054-7635-3168,Intel Core i5-4845K,2019-09-28
5664-8581-6564-3798,AMD Ryzen 6 3431X,2018-10-06
3089-3502-6633-4439,Intel Core i1-9681K,2020-04-18
6897-9848-8682-4269,AMD Ryzen 8 9677X,2018-08-25
2427-2687-2448-7580,Intel Core i6-6234K,2017-10-27
3098-8822-7459-6249,AMD Ryzen 5 8663X,2020-04-06
8696-9744-2611-9792,Intel Core i8-7541K,2018-09-10
6063-2798-1341-1057,AMD Ryzen 7 2784X,2019-10-07
4404-2360-5194-7409,Intel Core i4-1490K,2020-05-17
8483-1850-4558-9920,AMD Ryzen 5 9977X,2019-02-16
3594-5991-2043-8411,Intel Core i5-1949K,2020-05-08
8457-5545-5617-9364,AMD Ryzen 5 2816X,2020-04-27
4170-8141-3381-1070,Intel Core i4-2338K,2020-02-08
2360-7297-5860-1717,AMD Ryzen 6 5993X,2020-04-03
8023-8521-5078-5405,Intel Core i1-6308K,2019-10-12
2210-1051-7870-3157,AMD Ryzen 2 4794X,2018-04-01
8525-2013-4172-8847,Intel Core i3-1244K,2019-10-26
